,impression_uuid,tag
2801,00000000-0000-0001-6272-632505851607,fclick
2802,00000000-0000-0001-6272-632519271238,fclick
2803,00000000-0000-0001-6272-164274321053,vregistration
2804,00000000-0000-0001-6272-633884731606,fclick
2806,00000000-0000-0001-6272-634882521709,fclick
2808,00000000-0000-0001-6271-541499191851,vregistration
2809,00000000-0000-0001-6272-635771181949,fclick
2811,00000000-0000-0001-6272-636928991457,fclick
2813,00000000-0000-0001-6272-637389181051,fclick
2814,00000000-0000-0001-6272-637389181051,registration
2815,00000000-0000-0001-6270-534302801806,vregistration
2816,00000000-0000-0001-6269-533949131848,vregistration
2817,00000000-0000-0001-6269-808997651653,vregistration
2818,00000000-0000-0001-6270-748306211560,vregistration
2819,00000000-0000-0001-6270-748306211560,vsignup
2820,00000000-0000-0001-6272-643475031031,fclick
2822,00000000-0000-0001-6272-643679181021,fclick
2823,00000000-0000-0001-6271-197573821299,vregistration
2824,00000000-0000-0001-6272-645197041924,fclick
2826,00000000-0000-0001-6270-911276901843,vregistration
2828,00000000-0000-0001-6272-646185731904,fclick
2829,00000000-0000-0001-6272-646546491290,fclick
2831,00000000-0000-0001-6271-161928361935,vregistration
2832,00000000-0000-0001-6272-647075801123,fclick
2834,00000000-0000-0001-6272-647855531323,fclick
2835,00000000-0000-0001-6268-945260611168,vsignup
2836,00000000-0000-0001-6270-911276901843,vlead
2837,00000000-0000-0001-6272-652240611177,fclick
2839,00000000-0000-0001-6272-652344801491,fclick
2840,00000000-0000-0001-6272-652541121026,fclick
2845,00000000-0000-0001-6272-654146871987,fclick
2846,00000000-0000-0001-6272-655706951883,fclick
2848,00000000-0000-0001-6269-787679481431,vregistration
2849,00000000-0000-0001-6272-655930321784,fclick
2851,00000000-0000-0001-6272-656593491315,fclick
2853,00000000-0000-0001-6272-656920421946,fclick
2854,00000000-0000-0001-6272-657195341235,fclick
2856,00000000-0000-0001-6269-474971971540,vcontent
2857,00000000-0000-0001-6272-658281751729,fclick
2859,00000000-0000-0001-6272-661267651788,fclick
2861,00000000-0000-0001-6272-661296581025,fclick
2862,00000000-0000-0001-6272-661856841485,fclick
2864,00000000-0000-0001-6272-662459671063,fclick
2867,00000000-0000-0001-6272-663372691059,fclick
2869,00000000-0000-0001-6272-664085321377,fclick
2871,00000000-0000-0001-6272-664724291032,fclick
2872,00000000-0000-0001-6272-667117821473,fclick
2874,00000000-0000-0001-6270-613513441365,vregistration
2875,00000000-0000-0001-6272-668933421193,fclick
2879,00000000-0000-0001-6272-669445841012,fclick
2880,00000000-0000-0001-6272-672042681839,fclick
2881,00000000-0000-0001-6272-672319221851,fclick
2886,00000000-0000-0001-6272-673149351401,fclick
2887,00000000-0000-0001-6272-673060491103,fclick
2889,00000000-0000-0001-6272-673715941323,fclick
2891,00000000-0000-0001-6272-673765241121,fclick
2893,00000000-0000-0001-6272-673809161343,fclick
2894,00000000-0000-0001-6272-673809161343,registration
2897,00000000-0000-0001-6272-674515101996,fclick
2898,00000000-0000-0001-6272-675454641747,fclick
2900,00000000-0000-0001-6272-675723621122,fclick
2902,00000000-0000-0001-6272-675974921741,fclick
2904,00000000-0000-0001-6272-677177551492,fclick
2905,00000000-0000-0001-6272-677177551492,registration
2906,00000000-0000-0001-6272-677815181266,fclick
2907,00000000-0000-0001-6272-677815181266,registration
2908,00000000-0000-0001-6272-677824401110,fclick
2910,00000000-0000-0001-6272-679294161121,fclick
2911,00000000-0000-0001-6272-679369471257,fclick
2912,00000000-0000-0001-6272-679691461046,fclick
2915,00000000-0000-0001-6272-681327421905,registration
2916,00000000-0000-0001-6272-681330401019,fclick
2917,00000000-0000-0001-6270-467754841702,vregistration
2918,00000000-0000-0001-6272-681327421905,fclick
2921,00000000-0000-0001-6272-683119101512,fclick
2922,00000000-0000-0001-6272-686029831556,fclick
2924,00000000-0000-0001-6271-774649281882,vregistration
2925,00000000-0000-0001-6271-001968111106,vregistration
2926,00000000-0000-0001-6272-692214931766,fclick
2927,00000000-0000-0001-6272-692796501945,fclick
2928,00000000-0000-0001-6272-692796501945,registration
2929,00000000-0000-0001-6272-694402401936,fclick
2931,00000000-0000-0001-6272-696887431419,fclick
2932,00000000-0000-0001-6272-696887431419,registration
2937,00000000-0000-0001-6272-697065271970,fclick
2941,00000000-0000-0001-6272-697949921250,fclick
2942,00000000-0000-0001-6272-698010211252,fclick
2943,00000000-0000-0001-6272-698018641948,fclick
2944,00000000-0000-0001-6272-699651221988,fclick
2946,00000000-0000-0001-6272-701687381564,fclick
2948,00000000-0000-0001-6269-435799321366,vregistration
2949,00000000-0000-0001-6272-701966511763,fclick
2950,00000000-0000-0001-6269-508959071063,vregistration
2951,00000000-0000-0001-6269-523883341875,vregistration
2952,00000000-0000-0001-6268-911707561009,vregistration
2953,00000000-0000-0001-6272-703596601998,fclick
2954,00000000-0000-0001-6272-703987091455,fclick
2956,00000000-0000-0001-6272-704525471000,fclick
2958,00000000-0000-0001-6272-704854571801,fclick
2959,00000000-0000-0001-6271-937545311144,vregistration
2960,00000000-0000-0001-6272-706218101471,fclick
2961,00000000-0000-0001-6272-708238511590,fclick
2962,00000000-0000-0001-6272-708775211403,fclick
2964,00000000-0000-0001-6271-746810291117,vcontent
2965,00000000-0000-0001-6272-710753641701,fclick
2966,00000000-0000-0001-6269-443755701508,vregistration
2967,00000000-0000-0001-6272-711181021184,fclick
2968,00000000-0000-0001-6272-711181021184,registration
2969,00000000-0000-0001-6272-712110811922,fclick
2972,00000000-0000-0001-6272-712993431907,fclick
2974,00000000-0000-0001-6272-712910791817,fclick
2976,00000000-0000-0001-6271-865906001231,vregistration
2977,00000000-0000-0001-6272-714605951194,fclick
2979,00000000-0000-0001-6272-715485901912,fclick
2981,00000000-0000-0001-6270-380659211454,vregistration
2982,00000000-0000-0001-6272-721311101142,fclick
2984,00000000-0000-0001-6272-721486831552,fclick
2986,00000000-0000-0001-6272-722890801537,fclick
2988,00000000-0000-0001-6272-724204091520,fclick
2989,00000000-0000-0001-6272-727072641783,fclick
2990,00000000-0000-0001-6269-499571031721,vregistration
2991,00000000-0000-0001-6272-727540031411,fclick
2993,00000000-0000-0001-6268-909376011333,vsignup
2994,00000000-0000-0001-6272-729391511184,fclick
2996,00000000-0000-0001-6272-729754281492,fclick
2997,00000000-0000-0001-6269-895051931305,vregistration
2999,00000000-0000-0001-6272-734077651320,fclick
3001,00000000-0000-0001-6272-734807411508,fclick
3003,00000000-0000-0001-6272-736311881269,fclick
3004,00000000-0000-0001-6272-738855081549,fclick
3005,00000000-0000-0001-6272-740448391455,fclick
3007,00000000-0000-0001-6272-740567791523,fclick
3008,00000000-0000-0001-6272-740567791523,registration
3009,00000000-0000-0001-6272-743750231517,fclick
3012,00000000-0000-0001-6272-748625391312,fclick
3014,00000000-0000-0001-6272-754020301846,fclick
3016,00000000-0000-0001-6272-757376391583,fclick
3017,00000000-0000-0001-6272-717537961481,fclick
3018,00000000-0000-0001-6269-599956001225,vregistration
3019,00000000-0000-0001-6272-763441981475,fclick
3021,00000000-0000-0001-6272-763869731834,fclick
3023,00000000-0000-0001-6271-230220221632,vregistration
3024,00000000-0000-0001-6272-766786341425,fclick
3026,00000000-0000-0001-6272-767276891587,fclick
3027,00000000-0000-0001-6272-767276891587,registration
3028,00000000-0000-0001-6272-769672281790,fclick
3029,00000000-0000-0001-6272-771331281517,fclick
3030,00000000-0000-0001-6269-785772191987,vregistration
3031,00000000-0000-0001-6269-785772191987,vsignup
3032,00000000-0000-0001-6272-774766051957,fclick
3033,00000000-0000-0001-6272-774766051957,registration
3034,00000000-0000-0001-6272-777404231606,fclick
3036,00000000-0000-0001-6272-781952951012,fclick
3037,00000000-0000-0001-6272-783100441454,fclick
3039,00000000-0000-0001-6272-783189031519,fclick
3040,00000000-0000-0001-6272-788383251309,fclick
3045,00000000-0000-0001-6272-791666371633,fclick
3047,00000000-0000-0001-6272-791656321465,fclick
3048,00000000-0000-0001-6272-792578511990,fclick
3052,00000000-0000-0001-6272-792966661472,fclick
3053,00000000-0000-0001-6272-793233791162,fclick
3054,00000000-0000-0001-6272-793233791162,registration
3056,00000000-0000-0001-6272-793572051264,registration
3057,00000000-0000-0001-6272-793572051264,fclick
3058,00000000-0000-0001-6271-045695461163,vregistration
3060,00000000-0000-0001-6272-793938971920,registration
3061,00000000-0000-0001-6272-793938971920,fclick
3062,00000000-0000-0001-6272-794058601615,fclick
3063,00000000-0000-0001-6272-794196511840,fclick
3065,00000000-0000-0001-6270-862217001902,vregistration
3066,00000000-0000-0001-6272-797006551340,fclick
3067,00000000-0000-0001-6272-797006551340,registration
3068,00000000-0000-0001-6272-798480981279,fclick
3070,00000000-0000-0001-6269-518364291587,vregistration
3071,00000000-0000-0001-6271-503928841585,vregistration
3073,00000000-0000-0001-6272-809010921590,fclick
3075,00000000-0000-0001-6272-813810281969,fclick
3076,00000000-0000-0001-6272-814601781111,fclick
3078,00000000-0000-0001-6270-667747511558,vregistration
3079,00000000-0000-0001-6272-819389731758,fclick
3080,00000000-0000-0001-6272-171533381982,vregistration
3081,00000000-0000-0001-6272-824261841922,fclick
3082,00000000-0000-0001-6272-840778931785,fclick
3083,00000000-0000-0001-6272-846442051712,fclick
3084,00000000-0000-0001-6270-984144851016,vregistration
3085,00000000-0000-0001-6272-848283041523,fclick
3087,00000000-0000-0001-6272-852538391504,fclick
3089,00000000-0000-0001-6271-645679801895,vregistration
3090,00000000-0000-0001-6272-875099181357,fclick
3091,00000000-0000-0001-6272-875545771493,fclick
3092,00000000-0000-0001-6272-880246901973,fclick
3094,00000000-0000-0001-6272-887627211231,fclick
3096,00000000-0000-0001-6272-888216641534,fclick
3098,00000000-0000-0001-6272-100522311053,vregistration
3099,00000000-0000-0001-6272-893950961702,fclick
3101,00000000-0000-0001-6272-897892451856,fclick
3106,00000000-0000-0001-6272-898951591793,fclick
3107,00000000-0000-0001-6269-479412671528,vregistration
3108,00000000-0000-0001-6272-907400641687,fclick
3110,00000000-0000-0001-6272-908711251068,fclick
3112,00000000-0000-0001-6272-912642991734,fclick
3113,00000000-0000-0001-6272-914932871116,fclick
3114,00000000-0000-0001-6272-916784201102,fclick
3116,00000000-0000-0001-6272-918399311112,fclick
3118,00000000-0000-0001-6269-712020671294,vregistration
3119,00000000-0000-0001-6272-921928611911,fclick
3123,00000000-0000-0001-6272-926291451076,fclick
3124,00000000-0000-0001-6271-644834811256,vregistration
3125,00000000-0000-0001-6272-932837101952,fclick
3126,00000000-0000-0001-6272-932837101952,registration
3127,00000000-0000-0001-6272-932919211824,fclick
3129,00000000-0000-0001-6269-519702611844,vregistration
3130,00000000-0000-0001-6270-661580271778,vregistration
3131,00000000-0000-0001-6272-941007041386,fclick
3133,00000000-0000-0001-6272-942509991591,fclick
3135,00000000-0000-0001-6270-550556201324,vregistration
3136,00000000-0000-0001-6270-896267601637,vregistration
3137,00000000-0000-0001-6269-903957241512,vregistration
3138,00000000-0000-0001-6270-234052871323,vcontent
3139,00000000-0000-0001-6272-951619001561,fclick
3140,00000000-0000-0001-6272-959080481404,fclick
3141,00000000-0000-0001-6272-959325551090,fclick
3143,00000000-0000-0001-6272-964799261602,fclick
3144,00000000-0000-0001-6272-967226731380,fclick
3145,00000000-0000-0001-6272-968383541537,fclick
3147,00000000-0000-0001-6272-969014831551,fclick
3149,00000000-0000-0001-6271-706772921360,vregistration
3150,00000000-0000-0001-6272-969275411396,fclick
3151,00000000-0000-0001-6272-969949491995,fclick
3153,00000000-0000-0001-6272-972910461487,fclick
3155,00000000-0000-0001-6272-973745241945,fclick
3158,00000000-0000-0001-6272-974745061935,fclick
3160,00000000-0000-0001-6272-976100341466,fclick
3162,00000000-0000-0001-6272-976192691644,fclick
3164,00000000-0000-0001-6272-977212411095,fclick
3166,00000000-0000-0001-6272-978596951624,fclick
3168,00000000-0000-0001-6271-039955361866,vregistration
3169,00000000-0000-0001-6271-301722001043,vregistration
3170,00000000-0000-0001-6271-301722001043,vsignup
3171,00000000-0000-0001-6270-056178251080,vregistration
3172,00000000-0000-0001-6271-301722001043,vcontent
3173,00000000-0000-0001-6272-985961891601,fclick
3175,00000000-0000-0001-6269-073283101666,vregistration
3178,00000000-0000-0001-6272-987838821585,fclick
3179,00000000-0000-0001-6272-988769641443,fclick
3181,00000000-0000-0001-6272-990579461349,fclick
3182,00000000-0000-0001-6272-989115561408,vregistration
3183,00000000-0000-0001-6272-165418631489,vregistration
3184,00000000-0000-0001-6273-003244221833,fclick
3187,00000000-0000-0001-6273-003401241334,fclick
3189,00000000-0000-0001-6270-116192921020,vregistration
3190,00000000-0000-0001-6269-463279681034,vregistration
3191,00000000-0000-0001-6269-571834631455,vregistration
3193,00000000-0000-0001-6273-007846461378,fclick
3195,00000000-0000-0001-6271-015805321904,vregistration
3196,00000000-0000-0001-6273-011688271291,fclick
3198,00000000-0000-0001-6273-014688841251,fclick
3200,00000000-0000-0001-6273-019139731337,fclick
3201,00000000-0000-0001-6270-189297961203,vregistration
3202,00000000-0000-0001-6273-027170541868,fclick
3203,00000000-0000-0001-6271-733681351490,vregistration
3204,00000000-0000-0001-6273-029262461228,fclick
3206,00000000-0000-0001-6272-688023611356,vregistration
3207,00000000-0000-0001-6273-039116081919,fclick
3208,00000000-0000-0001-6272-177032851765,vregistration
3209,00000000-0000-0001-6270-168932151669,vregistration
3210,00000000-0000-0001-6273-041834221598,fclick
3212,00000000-0000-0001-6271-891328921721,vregistration
3214,00000000-0000-0001-6273-042803381498,fclick
3216,00000000-0000-0001-6273-042913891415,fclick
3218,00000000-0000-0001-6273-045237331933,fclick
3219,00000000-0000-0001-6269-458564821386,vregistration
3220,00000000-0000-0001-6269-977938421194,vregistration
3221,00000000-0000-0001-6273-052092781397,fclick
3223,00000000-0000-0001-6270-729131831171,vregistration
3224,00000000-0000-0001-6272-295602231384,vregistration
3225,00000000-0000-0001-6273-053628281554,fclick
3227,00000000-0000-0001-6272-620803611801,vregistration
3228,00000000-0000-0001-6268-869605121196,vsignup
3229,00000000-0000-0001-6273-060495791589,fclick
3230,00000000-0000-0001-6272-694324121037,vcontent
3231,00000000-0000-0001-6273-063972351433,fclick
3233,00000000-0000-0001-6270-936296771726,vregistration
3235,00000000-0000-0001-6273-067229241254,fclick
3236,00000000-0000-0001-6271-969408901859,vregistration
3237,00000000-0000-0001-6269-432341911888,vregistration
3238,00000000-0000-0001-6269-738111291582,vregistration
3239,00000000-0000-0001-6271-263562631190,vregistration
3240,00000000-0000-0001-6270-974241071711,vregistration
3241,00000000-0000-0001-6270-868799851638,vregistration
3242,00000000-0000-0001-6273-086054901076,fclick
3244,00000000-0000-0001-6271-895592551459,vregistration
3245,00000000-0000-0001-6273-089244711953,fclick
3246,00000000-0000-0001-6273-089215191941,fclick
3248,00000000-0000-0001-6270-939077251444,vregistration
3249,00000000-0000-0001-6272-068113001782,vregistration
3250,00000000-0000-0001-6273-097618841765,fclick
3252,00000000-0000-0001-6273-001304011058,vregistration
3253,00000000-0000-0001-6271-464074041128,vregistration
3254,00000000-0000-0001-6270-675704961878,vregistration
3255,00000000-0000-0001-6273-102409831769,fclick
3256,00000000-0000-0001-6273-106273521187,fclick
3260,00000000-0000-0001-6273-108509711093,fclick
3261,00000000-0000-0001-6273-110559571649,fclick
3263,00000000-0000-0001-6272-852243271957,vregistration
3264,00000000-0000-0001-6273-113032751435,fclick
3266,00000000-0000-0001-6269-854781071150,vcontent
3267,00000000-0000-0001-6273-113947551007,fclick
3268,00000000-0000-0001-6273-113857861434,fclick
3270,00000000-0000-0001-6269-594571281017,vregistration
3271,00000000-0000-0001-6271-554821521776,vsignup
3273,00000000-0000-0001-6273-121555311459,fclick
3275,00000000-0000-0001-6273-133244431192,fclick
3277,00000000-0000-0001-6269-934017921526,vregistration
3278,00000000-0000-0001-6271-024821511413,vregistration
3279,00000000-0000-0001-6271-861803001376,vregistration
3280,00000000-0000-0001-6272-920029411250,vregistration
3281,00000000-0000-0001-6269-645221561457,vregistration
3282,00000000-0000-0001-6271-495056271707,vregistration
3283,00000000-0000-0001-6272-684976641420,vregistration
3284,00000000-0000-0001-6273-160613171682,fclick
3285,00000000-0000-0001-6269-456363331508,vregistration
3286,00000000-0000-0001-6273-167509761611,fclick
3287,00000000-0000-0001-6273-168191951092,fclick
3290,00000000-0000-0001-6271-426516831478,vregistration
3291,00000000-0000-0001-6273-170885681797,fclick
3292,00000000-0000-0001-6273-172444711963,fclick
3294,00000000-0000-0001-6269-747841401100,vregistration
3295,00000000-0000-0001-6270-489069551513,vregistration
3296,00000000-0000-0001-6270-734407331219,vregistration
3297,00000000-0000-0001-6269-861328201059,vregistration
3298,00000000-0000-0001-6272-998344021856,vregistration
3299,00000000-0000-0001-6271-297179631803,vregistration
3300,00000000-0000-0001-6273-182501321212,fclick
3301,00000000-0000-0001-6269-748617861360,vcontent
3302,00000000-0000-0001-6270-668377691825,vregistration
3305,00000000-0000-0001-6270-609478321671,vregistration
3306,00000000-0000-0001-6269-494800881064,vregistration
3308,00000000-0000-0001-6273-208684441422,fclick
3310,00000000-0000-0001-6271-442018971365,vregistration
3311,00000000-0000-0001-6273-217754161442,fclick
3313,00000000-0000-0001-6272-831556701315,vregistration
3315,00000000-0000-0001-6269-709014221383,vregistration
3316,00000000-0000-0001-6273-137437181730,vregistration
3318,00000000-0000-0001-6271-130895731716,vregistration
3319,00000000-0000-0001-6273-228551691824,fclick
3321,00000000-0000-0001-6269-724250231961,vregistration
3322,00000000-0000-0001-6271-614638491742,vregistration
3324,00000000-0000-0001-6269-555396261125,vregistration
3325,00000000-0000-0001-6269-556745721222,vregistration
3326,00000000-0000-0001-6271-654920441027,vregistration
3327,00000000-0000-0001-6269-479458141427,vregistration
3328,00000000-0000-0001-6269-697129391256,vregistration
3329,00000000-0000-0001-6273-243643501147,fclick
3331,00000000-0000-0001-6269-472888921959,vregistration
3332,00000000-0000-0001-6270-024792361169,vregistration
3333,00000000-0000-0001-6271-518376141166,vregistration
3334,00000000-0000-0001-6271-695599691922,vregistration
3335,00000000-0000-0001-6269-726659451279,vregistration
3336,00000000-0000-0001-6269-015942091630,vregistration
3337,00000000-0000-0001-6269-473503551020,vcontent
3338,00000000-0000-0001-6269-529915951668,vregistration
3339,00000000-0000-0001-6273-272294081154,fclick
3340,00000000-0000-0001-6269-716059121005,vregistration
3341,00000000-0000-0001-6269-882955361196,vregistration
3342,00000000-0000-0001-6268-973982711278,vregistration
3343,00000000-0000-0001-6273-231681581421,vcontent
3344,00000000-0000-0001-6271-357455681336,vregistration
3345,00000000-0000-0001-6273-199238441374,vregistration
3347,00000000-0000-0001-6273-281537241888,fclick
3350,00000000-0000-0001-6269-469236261919,vregistration
3351,00000000-0000-0001-6271-087656621666,vregistration
3352,00000000-0000-0001-6269-463428811984,vregistration
3353,00000000-0000-0001-6271-295711501766,vregistration
3354,00000000-0000-0001-6273-295510171234,fclick
3355,00000000-0000-0001-6273-295792991136,fclick
3356,00000000-0000-0001-6271-279562621464,vregistration
3357,00000000-0000-0001-6273-185092131434,vregistration
3358,00000000-0000-0001-6273-305775321985,fclick
3360,00000000-0000-0001-6269-516065871449,vregistration
3361,00000000-0000-0001-6269-438874081030,vregistration
3362,00000000-0000-0001-6273-312224991627,fclick
3364,00000000-0000-0001-6269-630690921409,vregistration
3365,00000000-0000-0001-6272-398153441975,vregistration
3367,00000000-0000-0001-6273-225024841680,vregistration
3368,00000000-0000-0001-6272-259846191114,vregistration
3369,00000000-0000-0001-6270-551644721855,vregistration
3371,00000000-0000-0001-6269-740839471947,vregistration
3372,00000000-0000-0001-6272-677624911753,vregistration
3373,00000000-0000-0001-6269-448367571527,vregistration
3374,00000000-0000-0001-6273-333310041336,fclick
3375,00000000-0000-0001-6273-333827561567,fclick
3377,00000000-0000-0001-6269-591513371972,vregistration
3380,00000000-0000-0001-6269-139879931029,vregistration
3381,00000000-0000-0001-6269-465528881239,vregistration
3382,00000000-0000-0001-6273-343657891534,fclick
3383,00000000-0000-0001-6270-600505691701,vregistration
3384,00000000-0000-0001-6273-278893461829,vregistration
3385,00000000-0000-0001-6271-577333361414,vregistration
3386,00000000-0000-0001-6273-182232771935,vregistration
3387,00000000-0000-0001-6269-724446011058,vregistration
3388,00000000-0000-0001-6273-353102041096,fclick
3390,00000000-0000-0001-6273-354104081828,fclick
3391,00000000-0000-0001-6269-888134311760,vregistration
3392,00000000-0000-0001-6273-300321781230,vregistration
3393,00000000-0000-0001-6270-104338361834,vregistration
3394,00000000-0000-0001-6271-776471521975,vregistration
3395,00000000-0000-0001-6270-104338361834,vlead
3396,00000000-0000-0001-6273-380826491560,fclick
3398,00000000-0000-0001-6273-325489641567,vregistration
3399,00000000-0000-0001-6269-539023291991,vregistration
3400,00000000-0000-0001-6269-102392671301,vregistration
3401,00000000-0000-0001-6273-028563011678,vcontent
3402,00000000-0000-0001-6273-248696771847,vregistration
3403,00000000-0000-0001-6269-760434631606,vregistration
3404,00000000-0000-0001-6273-186782881591,vregistration
3405,00000000-0000-0001-6270-862257681904,vregistration
3406,00000000-0000-0001-6270-862257681904,vlead
3407,00000000-0000-0001-6272-427994201711,vregistration
3408,00000000-0000-0001-6269-908946691373,vregistration
3409,00000000-0000-0001-6269-830409561721,vregistration
3410,00000000-0000-0001-6269-939907111991,vregistration
3412,00000000-0000-0001-6269-796925271305,vregistration
3413,00000000-0000-0001-6269-427806401748,vregistration
3414,00000000-0000-0001-6269-229262341042,vregistration
3415,00000000-0000-0001-6270-854329861799,vregistration
3416,00000000-0000-0001-6270-854329861799,vsignup
3417,00000000-0000-0001-6273-281991951253,vregistration
3418,00000000-0000-0001-6269-793863381491,vregistration
3419,00000000-0000-0001-6270-913501361202,vregistration
3421,00000000-0000-0001-6271-051069221487,vsignup
3422,00000000-0000-0001-6273-423449001929,fclick
3424,00000000-0000-0001-6273-353724361185,vcontent
3425,00000000-0000-0001-6270-522048631099,vregistration
3426,00000000-0000-0001-6272-928479971700,vregistration
3427,00000000-0000-0001-6269-748599901708,vregistration
3428,00000000-0000-0001-6269-736031891698,vregistration
3429,00000000-0000-0001-6272-650409801817,vregistration
3430,00000000-0000-0001-6269-794678921621,vregistration
3431,00000000-0000-0001-6269-794678921621,vsignup
3432,00000000-0000-0001-6273-446842651231,fclick
3434,00000000-0000-0001-6273-447099931029,fclick
3436,00000000-0000-0001-6273-310157901693,vcontent
3437,00000000-0000-0001-6271-174904281864,vregistration
3438,00000000-0000-0001-6270-947491511384,vregistration
3439,00000000-0000-0001-6272-889185631186,vregistration
3440,00000000-0000-0001-6270-879610851938,vregistration
3442,00000000-0000-0001-6271-906156111926,vregistration
3443,00000000-0000-0001-6273-465819841185,fclick
3445,00000000-0000-0001-6271-420865571050,vcontent
3446,00000000-0000-0001-6272-779338241093,vregistration
3447,00000000-0000-0001-6269-628408501357,vcontent
3448,00000000-0000-0001-6269-555597251313,vregistration
3449,00000000-0000-0001-6273-473067681767,fclick
3451,00000000-0000-0001-6273-474338161853,fclick
3452,00000000-0000-0001-6271-038882391066,vregistration
3453,00000000-0000-0001-6272-495409421585,vcontent
3454,00000000-0000-0001-6273-480436731360,fclick
3456,00000000-0000-0001-6270-567540451130,vregistration
3457,00000000-0000-0001-6273-488887921951,fclick
3459,00000000-0000-0001-6270-003177891005,vregistration
3460,00000000-0000-0001-6273-353693461326,vregistration
3461,00000000-0000-0001-6273-494952731240,fclick
3463,00000000-0000-0001-6271-285944061960,vcontent
3464,00000000-0000-0001-6270-919108441577,vregistration
3465,00000000-0000-0001-6269-571180241446,vregistration
3466,00000000-0000-0001-6272-131011911179,vregistration
3468,00000000-0000-0001-6270-497630791695,vregistration
3469,00000000-0000-0001-6270-534989321037,vregistration
3470,00000000-0000-0001-6269-722879271763,vcontent
3471,00000000-0000-0001-6269-696051261257,vregistration
3472,00000000-0000-0001-6269-533912331256,vregistration
3473,00000000-0000-0001-6273-516000721660,fclick
3475,00000000-0000-0001-6273-516370281921,fclick
3477,00000000-0000-0001-6272-900791051232,vregistration
3478,00000000-0000-0001-6270-705114641240,vcontent
3479,00000000-0000-0001-6270-149431111358,vregistration
3480,00000000-0000-0001-6273-146348791104,vregistration
3481,00000000-0000-0001-6270-764879061887,vregistration
3482,00000000-0000-0001-6271-894153001691,vcontent
3483,00000000-0000-0001-6269-488489811371,vsignup
3484,00000000-0000-0001-6269-488489811371,vmisc
3485,00000000-0000-0001-6268-967377411549,vregistration
3486,00000000-0000-0001-6270-669059801835,vregistration
3487,00000000-0000-0001-6269-595144701498,vregistration
3488,00000000-0000-0001-6273-533152201601,vregistration
3489,00000000-0000-0001-6273-533388501657,fclick
3491,00000000-0000-0001-6273-538206291927,fclick
3494,00000000-0000-0001-6273-547304821212,fclick
3495,00000000-0000-0001-6270-982150281862,vregistration
3496,00000000-0000-0001-6270-485643101554,vcontent
3497,00000000-0000-0001-6273-283976111220,vregistration
3498,00000000-0000-0001-6273-552157851691,fclick
3500,00000000-0000-0001-6271-128832421700,vregistration
3501,00000000-0000-0001-6273-552775961387,fclick
3503,00000000-0000-0001-6273-508168191484,vregistration
3504,00000000-0000-0001-6270-259342181529,vregistration
3505,00000000-0000-0001-6269-524839131872,vregistration
3506,00000000-0000-0001-6272-221475271924,vregistration
3507,00000000-0000-0001-6269-600341721329,vregistration
3508,00000000-0000-0001-6273-576728441162,fclick
3510,00000000-0000-0001-6270-715247501836,vregistration
3511,00000000-0000-0001-6273-577141381831,fclick
3513,00000000-0000-0001-6271-813297791529,vregistration
3514,00000000-0000-0001-6273-373727931758,vregistration
3516,00000000-0000-0001-6269-466079011387,vregistration
3517,00000000-0000-0001-6273-589180821697,fclick
3519,00000000-0000-0001-6270-625935971783,vregistration
3520,00000000-0000-0001-6273-358053661986,vregistration
3521,00000000-0000-0001-6269-522435641971,vregistration
3523,00000000-0000-0001-6269-559065531494,vregistration
3524,00000000-0000-0001-6269-471589931714,vregistration
3525,00000000-0000-0001-6273-603638211903,fclick
3527,00000000-0000-0001-6270-044920151369,vregistration
3529,00000000-0000-0001-6270-727432391797,vregistration
3530,00000000-0000-0001-6270-044128361130,vregistration
3531,00000000-0000-0001-6273-618602691961,fclick
3533,00000000-0000-0001-6273-624650011688,fclick
3534,00000000-0000-0001-6269-432613631424,vregistration
3535,00000000-0000-0001-6270-751263881682,vregistration
3536,00000000-0000-0001-6270-911199281211,vregistration
3537,00000000-0000-0001-6273-650818851221,fclick
3539,00000000-0000-0001-6273-651071661282,fclick
3541,00000000-0000-0001-6273-653487651275,fclick
3542,00000000-0000-0001-6272-549467541472,vregistration
3543,00000000-0000-0001-6273-657431671184,fclick
3545,00000000-0000-0001-6273-667946421149,fclick
3547,00000000-0000-0001-6273-670294821638,fclick
3548,00000000-0000-0001-6273-670294821638,registration
3549,00000000-0000-0001-6270-893945621843,vregistration
3550,00000000-0000-0001-6273-686145561436,fclick
3551,00000000-0000-0001-6273-686145561436,registration
3552,00000000-0000-0001-6273-482322911859,vregistration
3553,00000000-0000-0001-6273-712966891778,fclick
3554,00000000-0000-0001-6273-725716911750,fclick
3555,00000000-0000-0001-6273-727542611396,fclick
3557,00000000-0000-0001-6273-647215931883,vregistration
3558,00000000-0000-0001-6273-742142621954,fclick
3561,00000000-0000-0001-6269-073581921885,vregistration
3563,00000000-0000-0001-6273-771474681549,fclick
3565,00000000-0000-0001-6273-775729301680,fclick
3567,00000000-0000-0001-6273-615848291042,vregistration
3568,00000000-0000-0001-6271-813151921273,vregistration
3569,00000000-0000-0001-6271-504350841942,vregistration
3570,00000000-0000-0001-6273-795855191896,fclick
3572,00000000-0000-0001-6271-565581111464,vregistration
3573,00000000-0000-0001-6271-051303161964,vregistration
3574,00000000-0000-0001-6273-816737261966,fclick
3575,00000000-0000-0001-6273-817448601360,fclick
